baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000025933	27.6700994609854	-1.05406960549219	0.499385149520427	-2.11073478357225	0.0347951144558839	0.0644032816276781
ENSMUSG00000025934	60.4227531872997	1.1123240808864	0.326248409177044	3.40943909486708	0.000650966113857471	0.00177122329603093
ENSMUSG00000026158	57.6188088179432	0.846886472764212	0.328470716902079	2.57827084481531	0.0099296135135064	0.0211483165811646
ENSMUSG00000026156	27.2209435736857	0.552158202940507	0.475489580740631	1.1612414347344	0.245543728806935	0.339555224162604
ENSMUSG00000026155	267.895747876083	0.284779671762898	0.170421818906616	1.6710282379919	0.0947161003544203	0.153510654918845
ENSMUSG00000026154	132.000552130024	-0.546876267326693	0.224997966113621	-2.430583159363	0.0150745462881824	0.0306976677902418
ENSMUSG00000026153	736.487403830183	0.421669881588446	0.110027104432085	3.83241823698747	0.000126889778127526	0.000386343908311264
ENSMUSG00000101939	26.014725007116	0.31152707313488	0.504687766461571	0.617266939753732	0.537058669254965	0.632243418993237
ENSMUSG00000073725	880.104438025173	0.630956462485034	0.111216279622748	5.67323834806628	1.40123054924949e-08	6.47270274446006e-08
ENSMUSG00000048874	1768.40902446079	0.3090185233545	0.0857975891446514	3.60171569428958	0.000316123979031782	0.000905586573874354
ENSMUSG00000026064	2399.86802171258	1.11213082747963	0.0917866068248526	12.1164826323932	8.63876905369154e-34	1.19489971504503e-32
ENSMUSG00000026134	101.339228336783	-0.552018754196529	0.254773863148923	-2.16670088278976	0.0302576692475234	0.056976221187857
ENSMUSG00000004768	337.670623545794	0.099707560839355	0.151123183550751	0.659776736412324	0.509397114305997	0.607144683507099
ENSMUSG00000042215	302.85698480953	0.573717540208336	0.153396755905414	3.74008913566658	0.000183955009466461	0.000545719835635799
ENSMUSG00000042197	856.235876501162	-0.16547894210687	0.106003771578395	-1.56106655115088	0.11850804919891	0.185694430754717
ENSMUSG00000042182	143.839423357435	0.682507650696212	0.21367152570849	3.19419093598532	0.00140223340757133	0.00357486382562652
ENSMUSG00000026131	797.161572826487	0.535360642530279	0.110566989219252	4.84195731755588	1.28566384255902e-06	4.9422240873779e-06
ENSMUSG00000042111	269.309090779449	0.119637124580078	0.164403273716568	0.727705245008274	0.466794038939615	0.568135956619822
ENSMUSG00000026127	357.134220844585	-0.00728117548368021	0.14497782107087	-0.0502226853038502	0.95994493410448	0.971007837621295
ENSMUSG00000037503	1870.28791104779	-0.0871184710150283	0.0851519495031003	-1.02309426294293	0.306263279243168	0.406812972807829
ENSMUSG00000026123	1259.43293136343	0.411050981142928	0.0929323990467819	4.42311815210976	9.72865021788178e-06	3.40155801483998e-05
ENSMUSG00000045216	479.477626747438	0.253872050514411	0.12896847565097	1.9684814388399	0.0490126696935088	0.0868242652636528
ENSMUSG00000037470	3118.7791534239	0.811912427453566	0.0768302580216212	10.5676129217877	4.21076029732552e-26	4.54650814482152e-25
ENSMUSG00000047180	1118.94848888458	7.81631136369833	0.297434884747582	26.2790673337852	3.32755326518078e-152	2.85168987865667e-150
ENSMUSG00000037447	611.198575182406	2.04217315018294	0.127603510670967	16.0040514516	1.19723978843345e-57	2.96407547621252e-56
ENSMUSG00000010453	967.288550816324	-0.0100593475148932	0.101617999055529	-0.0989917889388503	0.921144789559731	0.943392060509319
ENSMUSG00000037432	64.4491989183226	-0.701840298124673	0.318255648421929	-2.20527208740756	0.0274350073024122	0.0522642646496287
ENSMUSG00000001143	375.129011181098	-0.232753576864543	0.142892822818904	-1.62886821236308	0.103340920641403	0.165295114167961
ENSMUSG00000037408	172.972082523008	0.39730696967741	0.199833400384826	1.9881910076709	0.0467905691298467	0.0833335888223036
ENSMUSG00000001138	337.759073263809	0.144482788526661	0.162930433376491	0.886775941930979	0.375199542637986	0.480366735794873
ENSMUSG00000079610	49.4914051677478	0.180557209962737	0.363852163294795	0.49623783552016	0.61972661963644	0.70588548964008
ENSMUSG00000026121	466.433031157195	-0.893440152937884	0.138468314852911	-6.45230754694278	1.10159733203559e-10	5.95503983418443e-10
ENSMUSG00000061518	779.369276588974	-0.236445938644389	0.109129890760263	-2.16664689204001	0.030261788960568	0.056976221187857
ENSMUSG00000037351	1362.6878076806	0.183710560193034	0.0910015134801339	2.0187637893862	0.0435117763465938	0.0783710786489576
ENSMUSG00000026116	991.592666115434	-0.134986429199698	0.100723321194127	-1.34017055433998	0.18018990232461	0.263511605368508
ENSMUSG00000026113	269.674290544626	-0.053906668223874	0.163059173780222	-0.330595740025836	0.740949864420474	0.804506341873022
ENSMUSG00000026112	1259.9582563724	0.0431025747354805	0.0960722612011564	0.448647447208849	0.653686000633754	0.734542631374166
ENSMUSG00000026111	405.340200792494	0.0236832265357749	0.136460263802488	0.173554014009924	0.862215974935703	0.899502577069638
ENSMUSG00000060771	142.058558220428	-0.34253378605738	0.217010535994991	-1.57842007295575	0.114469136762911	0.180079495639214
ENSMUSG00000037216	54.8214003919504	0.053561345114655	0.342146962768777	0.156544850438587	0.875603569455376	0.90867319363838
ENSMUSG00000026088	532.607579350483	1.89311582307231	0.128452577930995	14.7378577648266	3.68282743854804e-49	7.59815660932765e-48
ENSMUSG00000026087	459.102756260776	0.615704034325607	0.13711243419698	4.49050473016232	7.1054597029003e-06	2.52325148244112e-05
ENSMUSG00000058407	800.772147269647	0.171025938642496	0.106960230762162	1.59896755479886	0.109827812006005	0.174028941832634
ENSMUSG00000026083	2072.35746770991	-0.0523502257029606	0.0826153825395632	-0.633661965771216	0.526301451640022	0.622810379475519
ENSMUSG00000026082	438.14079211157	0.759720787200256	0.139844472643813	5.43261219294152	5.5535014586483e-08	2.43151698377045e-07
ENSMUSG00000037138	90.9613586657318	-3.6716015453586	0.395938160918402	-9.27316916571545	1.80695524032412e-20	1.60117400362777e-19
ENSMUSG00000026080	23.8541283151903	-0.927402495134789	0.553733229794779	-1.67481820709676	0.0939699054620759	0.152610812541444
ENSMUSG00000026078	713.432421128681	-0.0556274734630825	0.111575550493367	-0.498563289332722	0.618087072567494	0.704422679653552
ENSMUSG00000103046	28.4869863746844	0.204103100984659	0.47493621304837	0.429748449111991	0.667378636044108	0.745553799883368
ENSMUSG00000073702	3367.5247131661	0.133472649270116	0.0847890778623332	1.57417267217869	0.11544753533923	0.181502186732812
ENSMUSG00000003134	79.9766513083682	-0.191718123879904	0.287461571472998	-0.666934793744815	0.504813785084836	0.603107363573075
ENSMUSG00000003135	348.085523536326	-0.277424106530636	0.14599786152763	-1.90019294548458	0.05740780372245	0.0997352756760172
ENSMUSG00000048234	386.152202811005	1.57026831683451	0.14413712571924	10.8942668934108	1.22751127048105e-27	1.40066579327237e-26
ENSMUSG00000026074	5700.40025482171	0.635459149674558	0.0741109025819485	8.57443544115383	9.95740201979659e-18	7.89824995162506e-17
ENSMUSG00000026072	524.836394524988	-2.15006164845591	0.14345581396431	-14.9876229414502	8.84630318355209e-51	1.87239111423887e-49
ENSMUSG00000026068	169.479502931595	4.57692049927737	0.297774072849055	15.3704466459626	2.58381761621642e-53	5.82071413359049e-52
ENSMUSG00000026062	53.0095750861001	-0.290531263021647	0.343243364558736	-0.846429364760323	0.397313262856493	0.503079594104317
ENSMUSG00000079588	270.822848080664	-1.54693133338304	0.180517058493721	-8.56944682287098	1.03983324302841e-17	8.23201317397489e-17
ENSMUSG00000060679	259.609772608739	-0.0177161623608596	0.165687364764636	-0.106925246750263	0.914848283997362	0.938512114547771
ENSMUSG00000070939	552.683366702029	0.0254485138097873	0.124076997852579	0.205102591537746	0.837491971722683	0.881672781895308
ENSMUSG00000010290	587.175780643989	-0.105915070889992	0.121459316932846	-0.872020966070079	0.38319693987371	0.48886930024488
ENSMUSG00000008136	488.736268404002	0.457554761531915	0.136322113645517	3.35642361533294	0.000789575281868274	0.00212012381229091
ENSMUSG00000066877	219.764287205785	-0.183913621309451	0.177655747179581	-1.03522472100801	0.300563976364467	0.400981007004848
ENSMUSG00000057363	649.771891881458	-0.87422762473869	0.1185232531018	-7.37600092690512	1.63114879010163e-13	1.05542388715393e-12
ENSMUSG00000041763	1422.45649744189	0.343716017148672	0.0911821253548995	3.76955478731011	0.000163539008158589	0.000488702888315902
ENSMUSG00000026049	49.0953047350939	0.217836222695861	0.36581840177544	0.595476393857249	0.551525073890021	0.644937001958226
ENSMUSG00000026047	309.609716203369	-0.635305866659509	0.156601110602936	-4.05684138645947	4.97408371054503e-05	0.000159867285268108
ENSMUSG00000041684	283.392258677909	-0.258048111716498	0.168278898732421	-1.53345495876353	0.125163796282705	0.194408406013251
ENSMUSG00000026048	850.747630431508	1.57057128802577	0.123800583205398	12.686299590528	7.04357652526294e-37	1.07228609089562e-35
ENSMUSG00000056870	483.395987264844	-3.1169524322345	0.164787280998893	-18.9150061421029	8.58104807323209e-80	2.99603259650881e-78
ENSMUSG00000026043	40591.3782209315	-1.59905705867427	0.0657286413332057	-24.3281623693998	9.87292889744725e-131	6.79734514821438e-129
ENSMUSG00000026042	15229.2686571178	-0.227099277009433	0.0703504194140944	-3.22811546684162	0.00124608665135618	0.00321287437668209
ENSMUSG00000025995	513.249200095424	-0.335138959772618	0.129627876230129	-2.58539266027659	0.00972681539899577	0.0207488464255341
ENSMUSG00000025993	86.3120962707973	-0.323228086536152	0.273430861231062	-1.18211998850784	0.237158094244106	0.329969623633234
ENSMUSG00000025986	447.768498203977	1.15445969621201	0.137368864948175	8.40408557388566	4.31208194699488e-17	3.32355750065549e-16
ENSMUSG00000026109	52.4301638493155	-0.402496923673315	0.349415780638051	-1.15191398321603	0.249356421569634	0.34350977364387
ENSMUSG00000045954	1425.48640339842	-1.94321856726087	0.0985132502977375	-19.7254537982238	1.30382106064256e-86	5.2733752799256e-85
ENSMUSG00000026107	457.945998410184	1.57085176642105	0.136984155894194	11.4673974969365	1.92357547731741e-30	2.40055167765019e-29
ENSMUSG00000018417	303.02221874478	1.15292759440963	0.156766747437588	7.35441420616725	1.91766225976868e-13	1.234942248737e-12
ENSMUSG00000072324	56.7990596270572	0.424408532959679	0.375116314632865	1.13140515729117	0.257884601818208	0.353391009200732
ENSMUSG00000026104	2613.75461621305	3.14994881758522	0.0965886522014708	32.6119968111249	2.77249887781883e-233	4.78548926023517e-231
ENSMUSG00000026103	1356.52910070024	0.344629149436192	0.0940263171642289	3.66524139017647	0.00024710539994513	0.00071726117392884
ENSMUSG00000002881	720.899350170316	0.607178349229411	0.111161777985989	5.4621144086589	4.70496681580886e-08	2.07035433851841e-07
ENSMUSG00000043015	55.5865716232234	-0.608204983420718	0.359649027143904	-1.69110698908511	0.0908163706064345	0.148216090262599
ENSMUSG00000041439	28.7137855337751	1.55500773765191	0.478825802850907	3.24754373802219	0.00116405771348835	0.00301852037215398
ENSMUSG00000026102	539.591066671282	2.3876546841452	0.138940328352586	17.1847491110436	3.45438161953825e-66	9.89099223071058e-65
ENSMUSG00000041426	223.458046187264	-0.334087746511336	0.17867196166851	-1.86983868868674	0.0615062219951306	0.105924501201563
ENSMUSG00000026098	78.4885771694315	-0.652889510281161	0.289002447152885	-2.25911412416441	0.0238762867824434	0.0461957522132687
ENSMUSG00000026097	116.791430625609	0.18373526299587	0.24164085488946	0.760365059459507	0.447036402750407	0.549932856425039
ENSMUSG00000026096	112.466647738858	0.297321796692609	0.240911595086543	1.23415311988533	0.217145852573028	0.306863748072239
ENSMUSG00000026095	61.5537500751116	-0.299083589063069	0.330408198970154	-0.905194211267395	0.365362508058626	0.469757743910925
ENSMUSG00000026094	2844.75235649924	-1.82432755348451	0.102520676154246	-17.794728067729	7.76433665820826e-71	2.41502400371427e-69
ENSMUSG00000042807	284.559547852245	-0.678131923081245	0.162865205901256	-4.16376180123083	3.13046702009878e-05	0.000103017919794067
ENSMUSG00000041303	551.687943612271	0.0835064741840608	0.125963899129799	0.662939737186221	0.507369150490458	0.605375225319888
ENSMUSG00000073678	119.479272840692	-0.708658527419951	0.239265637687989	-2.96180652712057	0.00305839896351559	0.00726369753834952
ENSMUSG00000052331	254.010583971243	0.426132917495158	0.17734620204182	2.40283080544726	0.0162687126256356	0.0328835680730933
ENSMUSG00000025982	4595.6221994407	0.30229195294366	0.0744429183843149	4.06072141587819	4.8921317422536e-05	0.000157481151829046
ENSMUSG00000025981	405.401891718605	0.324019377621202	0.149854697067304	2.16222370044014	0.030600937564587	0.0575705388170116
ENSMUSG00000025980	2212.39091991268	-0.34663315018208	0.0826414647427837	-4.19442166545515	2.73568669332433e-05	9.0732991682516e-05
ENSMUSG00000073676	873.261418481444	-0.218393446241212	0.107437759947009	-2.03274385419921	0.0420784082012574	0.0761362605206569
ENSMUSG00000025979	750.47966786599	-0.0538693363803255	0.111194417730766	-0.484460798299775	0.628058879143829	0.71339897709775
ENSMUSG00000025978	422.670460757778	-1.603653289426	0.146015270011426	-10.9827779608291	4.62479368649591e-28	5.35697983251488e-27
ENSMUSG00000097649	78.9749283749093	-1.33179811404151	0.302986356337933	-4.39557124003333	1.10481821354373e-05	3.83665265145323e-05
ENSMUSG00000046994	138.074205385548	-1.16216853045679	0.230381059466506	-5.04454894490037	4.54592460301556e-07	1.8241750494419e-06
ENSMUSG00000100215	396.263627177611	0.271467437103103	0.145647813699098	1.8638620807858	0.062341074953759	0.107151454917015
ENSMUSG00000038349	92.5188198142019	-1.55638682160147	0.284743836288247	-5.46591926936719	4.60513906871707e-08	2.0300711973787e-07
ENSMUSG00000038331	100.160905113054	-0.168143173673557	0.26064097458915	-0.645114122745291	0.518853232401414	0.615657901452087
ENSMUSG00000038323	121.493330086923	-0.849450591421886	0.238189807094008	-3.56627599554094	0.000362090034622763	0.00102551730397549
ENSMUSG00000048495	94.5091109864462	0.0839750907998641	0.259867608375839	0.323145663765888	0.746584929082483	0.808750844683624
ENSMUSG00000025971	130.100873099841	0.177642706576816	0.225201896020547	0.788815324008675	0.430219951754018	0.534016561201813
ENSMUSG00000038305	312.125617178365	-2.46917430110986	0.180900585641251	-13.6493438777835	2.03704369571056e-42	3.59193820013424e-41
ENSMUSG00000054770	218.640136334227	0.00240606843389072	0.178836093844873	0.0134540426496779	0.989265550933114	0.992505061537889
ENSMUSG00000026039	82.2998577305447	-1.52312385389946	0.300883198338349	-5.06217649344007	4.14497028532291e-07	1.67149097882962e-06
ENSMUSG00000063558	1103.34960953235	0.0586127427594783	0.0983102368927922	0.596201826096663	0.551040405861054	0.644677820890426
ENSMUSG00000103839	38.3838725355305	0.470490696629277	0.402035645805536	1.17027109794352	0.241891888988223	0.335297925317179
ENSMUSG00000051223	2348.21496746525	-0.0756604040280223	0.0804140548556729	-0.940885323639226	0.346763629445026	0.450215942244813
ENSMUSG00000026034	1903.97679914576	0.380717588741795	0.0911638397317864	4.17619079957476	2.9643120772897e-05	9.77600767147073e-05
ENSMUSG00000026035	183.662443834661	0.180891137100616	0.19266162348868	0.938905910918187	0.34777905413404	0.451247465157508
ENSMUSG00000026036	231.789913893303	-0.432595553486119	0.174674312201982	-2.47658369472148	0.0132646520929261	0.027412868701317
ENSMUSG00000026037	306.056429606084	-0.0472486382758786	0.155215906914208	-0.304405902817642	0.760818671252313	0.820182337807627
ENSMUSG00000038174	312.162705992092	-0.0521009622079861	0.158381752927447	-0.328958110672338	0.742187350315489	0.805339647433709
ENSMUSG00000026032	314.522377591702	-0.340687644041403	0.152939546688159	-2.22759679506608	0.0259074145841991	0.0496862857166447
ENSMUSG00000026031	2074.94923277653	0.761615932014061	0.086423224621639	8.81263034732176	1.22243117782096e-18	1.00678051641101e-17
ENSMUSG00000026029	245.230030170955	0.138597035648527	0.167773058639876	0.826098282835895	0.408748341693396	0.514398328964117
ENSMUSG00000026028	884.589408931773	0.128864137438352	0.103799094455082	1.24147650916277	0.214429770803248	0.304007038546253
ENSMUSG00000026027	159.807987148499	-0.433854439905431	0.208614971046728	-2.07968985988187	0.0375539887659847	0.0688855159896935
ENSMUSG00000038079	351.975472297316	0.131093839110105	0.150639149570303	0.870250791272049	0.38416336452281	0.48969440734627
ENSMUSG00000026024	507.545775133584	0.191563474824415	0.125135423423936	1.53084929577002	0.12580664305069	0.195215522089989
ENSMUSG00000026023	53.9624604300628	-2.1451925769821	0.39584071070309	-5.41933287551909	5.98218420453871e-08	2.61081436704494e-07
ENSMUSG00000041075	1177.89475907056	1.1979724060791	0.0957731544448616	12.5084363465213	6.71327175786016e-36	9.90025816998512e-35
ENSMUSG00000026021	1178.64593252102	-0.0328973848883801	0.097804294154212	-0.336359309914444	0.736599929681769	0.801416059998051
ENSMUSG00000026020	879.92466843014	-0.398218882048223	0.120589017886111	-3.30228149319798	0.000959017747701039	0.00253237718122737
ENSMUSG00000067336	1657.21081605016	-0.10310040501579	0.0893887679730863	-1.15339328814591	0.248748995124532	0.34278859049265
ENSMUSG00000041040	630.764779634521	1.30707733336863	0.119155749655095	10.9694860479	5.35760592441053e-28	6.18826207385966e-27
ENSMUSG00000026019	311.463464734927	-0.347992105875631	0.154284813025059	-2.25551756555009	0.0241008609835467	0.0465054403012699
ENSMUSG00000026017	128.594239182442	-0.367344803923555	0.228937906054029	-1.60456086217921	0.108590480349795	0.172268781448121
ENSMUSG00000073664	1202.91965709502	0.076050405683163	0.100479540036912	0.756874540381311	0.449125029703005	0.551726868385157
ENSMUSG00000049439	518.873479218978	0.148932005298612	0.124042930572203	1.20064887705891	0.229887432795603	0.321569511346891
ENSMUSG00000026782	355.449781131646	0.156153545290068	0.145463992668657	1.07348590139252	0.283053161017266	0.381104865773082
ENSMUSG00000026014	2011.21061652805	1.0325875312925	0.0897456057312947	11.5057168858401	1.23459200970052e-30	1.54702710417995e-29
ENSMUSG00000101188	245.724927915895	0.219913210797154	0.186648004169307	1.17822428252526	0.238707204406763	0.331748331821828
ENSMUSG00000026012	35.8216362343182	-1.06727195862929	0.436478475973306	-2.44518806167789	0.0144776627703179	0.0296145814540975
ENSMUSG00000052062	53.7401480057265	-0.853618052222466	0.351947063682757	-2.42541603640686	0.0152908523578329	0.0310916535001231
ENSMUSG00000025969	5697.90898085144	0.450377229626709	0.0724107765946757	6.21975416929619	4.97934404641602e-10	2.56826015525372e-09
ENSMUSG00000103032	43.8626057054283	0.0407077909298169	0.376052105822686	0.108250400142716	0.913797066277096	0.937747701157747
ENSMUSG00000040865	930.797588488424	0.402155016080703	0.106017715391723	3.79328128883732	0.000148669580269625	0.000446664796813986
ENSMUSG00000084799	22.0828530860862	-0.119248337163505	0.528896652622077	-0.225466235364348	0.821616589425207	0.869283545144256
ENSMUSG00000101599	35.4404972967277	-1.23217518974947	0.452703721552647	-2.72181369643585	0.00649247327478783	0.0144218343270844
ENSMUSG00000025968	1190.18493591298	-0.569947440548695	0.0991630835450413	-5.74757682166889	9.05314715586114e-09	4.24756195999534e-08
ENSMUSG00000025967	3759.46603635944	0.0410187618224137	0.0818042472183895	0.50142582099567	0.616071471305773	0.70277910088916
ENSMUSG00000025964	88.5818117332066	-0.176999606304535	0.28059802705263	-0.630794193971065	0.52817510018054	0.624605408927195
ENSMUSG00000025962	212.634917061348	-0.24293052633389	0.181686605063153	-1.33708550638309	0.181194727590882	0.264633701182965
ENSMUSG00000025959	322.311919774096	0.584947228589431	0.153305046867368	3.81557711596735	0.000135865015396137	0.000411523915887213
ENSMUSG00000025958	842.256240510605	0.347002074819175	0.108905419656492	3.18627003057959	0.00144120013612808	0.0036676531760855
ENSMUSG00000025956	742.21370958091	0.433373788830017	0.109804348284194	3.94678166759265	7.9208725811684e-05	0.00024750202315711
ENSMUSG00000070871	351.056882671497	0.338766449633607	0.146224893791911	2.31674950036686	0.0205173813886207	0.0403920496253087
ENSMUSG00000045005	261.092017704145	-0.0462721489139824	0.173016431807294	-0.267443666654276	0.789127582294329	0.842918321508144
ENSMUSG00000051344	385.271921976045	0.61886977073735	0.139494891307025	4.43650491382677	9.143124892688e-06	3.20231482023125e-05
ENSMUSG00000084416	211.683124138554	0.410866794914945	0.195904969361235	2.09727602242359	0.0359691481524521	0.066343163325317
ENSMUSG00000025950	1687.40414373239	-0.355776001943462	0.0872809433780868	-4.07621627555397	4.57744469332246e-05	0.000148168475215707
ENSMUSG00000025949	825.234420956291	0.681320673655315	0.109444501208618	6.2252618096967	4.80752519993321e-10	2.48486804408189e-09
ENSMUSG00000015222	79.6823421955801	-2.7028329564948	0.354704725207711	-7.61995193301148	2.53770197440431e-14	1.71252960882846e-13
ENSMUSG00000026005	415.775847960253	0.34896293299931	0.141753688868109	2.46175556901375	0.0138258855966515	0.0284050675585859
ENSMUSG00000026004	583.180023512992	0.0699366989262681	0.122717093623777	0.569901851983869	0.568744268711775	0.6610357561706
ENSMUSG00000103382	23.4279911900594	-0.253069910470243	0.522784823673886	-0.484080445740155	0.628328778257507	0.713573271943819
ENSMUSG00000026003	1418.99584223193	0.506415884847315	0.0960563050181268	5.27207334023258	1.34891150363818e-07	5.68658771141585e-07
ENSMUSG00000061816	1505.65786293834	-0.311465587473848	0.103479795357056	-3.00991692531995	0.00261319153753797	0.00633023567751094
ENSMUSG00000026000	430.877057728891	-0.203126019745655	0.136766344788211	-1.48520471216954	0.137489604147771	0.210301435201064
ENSMUSG00000025997	296.269192019951	0.0789598495884955	0.158037164117535	0.499628362919572	0.617336782820369	0.703960386476563
ENSMUSG00000026196	47.622117943887	-0.826124819538878	0.374907205401938	-2.20354479091216	0.0275563736441872	0.0524628489994585
ENSMUSG00000026192	969.191920737975	-0.413136547158697	0.103396325160208	-3.99565987010237	6.45143034003403e-05	0.000204189769672307
ENSMUSG00000026193	92375.2744739003	-0.111942820023559	0.0673811515946165	-1.66133729350661	0.0966457240054402	0.156128835708762
ENSMUSG00000039395	423.331846822915	4.54260133212637	0.19834883474355	22.9020822733827	4.42941630504464e-116	2.54847402902921e-114
ENSMUSG00000097131	83.6661982244971	0.297374838397987	0.275353243513566	1.07997579619336	0.280152958442872	0.377905834421288
ENSMUSG00000026189	120.315913666849	-0.313868954847855	0.234075460666105	-1.34088790834666	0.179956848646236	0.263233609472382
ENSMUSG00000026188	57.2017332060359	-0.520551339767499	0.336162174792969	-1.5485125299659	0.121498947341786	0.189460440218041
ENSMUSG00000026187	765.574655524706	-0.83418067393725	0.1114356785691	-7.4857593604546	7.11346294901941e-14	4.69189927019552e-13
ENSMUSG00000039354	468.638109264479	-0.426802762349789	0.138845474173891	-3.07394075960488	0.00211251376564155	0.00522690413848924
