C1	C2	IL8_1	IL8_2
ENSMUSG00000001334	222.94624370947	225.954233935777	78.8322093908875	84.2491506953874
ENSMUSG00000040928	558.867942452311	553.587873142654	634.53466903157	718.835495449354
ENSMUSG00000028811	757.776855303617	742.824544063867	980.879457830879	1023.21952376817
ENSMUSG00000050390	992.140831170715	981.959441645898	1497.81197842686	1577.63328963459
ENSMUSG00000087575	19.8307979579852	21.6539474188453	28.4312886327791	32.6125744627306
ENSMUSG00000001333	581.102473496112	611.959383576063	254.589266393522	221.493734892712
ENSMUSG00000057236	3198.76780395016	3248.0921128268	2131.05431615694	2174.17163084871
ENSMUSG00000057572	260.204106539624	309.745595686961	294.651536739711	285.360026548893
ENSMUSG00000028807	82.3278581892113	100.737929296367	64.6165650744979	51.6365762326568
ENSMUSG00000040859	512.596080550345	502.748170507104	770.229455688015	766.395499874169
ENSMUSG00000047945	365.968362315545	317.27740348482	622.90368731816	481.035473325276
ENSMUSG00000028800	700.688194515478	707.048457024036	712.074547120967	728.347496334317
ENSMUSG00000028798	1033.60522690105	1141.06888137567	1099.77393756795	1160.4641079655
ENSMUSG00000028797	932.047504025305	938.651546808207	828.384364255063	892.76922591725
ENSMUSG00000040795	206.120112108755	200.534382618002	201.603683032434	192.957732237823
ENSMUSG00000028795	50.4783948021442	49.8982266608174	32.308282537249	28.5360026548893
ENSMUSG00000053841	1230.11040666654	1238.04090677311	1094.60461236199	1112.90410354068
ENSMUSG00000003731	1733.69248814507	1866.00538191963	1272.94633196761	1275.96697585433
ENSMUSG00000053730	85.3325245464818	81.9084098017192	74.9552154864176	52.9954335019372
ENSMUSG00000028790	1288.40093399758	1220.1528632532	1039.03436639793	1062.62638457731
ENSMUSG00000028788	3079.78301620225	3300.81476741181	3256.6748797547	3247.66887358025
ENSMUSG00000070729	10.8167988861738	12.2391876715213	43.9392642506586	43.4834326169741
ENSMUSG00000040690	525.215679250881	531.933925723808	363.145095718678	377.762320859963
ENSMUSG00000028779	471.732618091466	429.313044477976	549.240803133232	517.724619595848
ENSMUSG00000028776	24.638264129618	25.4198513177749	50.4009207581084	61.1485771176199
ENSMUSG00000023232	417.047690389144	447.201087997892	109.848160626646	96.4788661189113
ENSMUSG00000028773	49.276528259236	64.0203662818035	19.3849695223494	13.5885726928044
ENSMUSG00000028772	374.381428115903	365.292678196173	205.480676936903	236.441164854797
ENSMUSG00000074088	285.443303940696	293.74050411651	195.142026524984	182.086874083579
ENSMUSG00000078532	225.349976795286	237.251945632566	51.6932520595984	32.6125744627306
ENSMUSG00000028580	1364.71945947226	1239.92385872258	1319.47025882125	1252.86640227657
ENSMUSG00000025743	1835.85114429227	1880.12752154061	6054.57214748046	6080.88628002998
ENSMUSG00000028910	135.209986077172	154.402059856114	90.4631911042971	114.144010619557
ENSMUSG00000028911	147.228651506254	152.51910790665	199.019020429454	187.522303160701
ENSMUSG00000102602	114.778254847733	119.567448791015	151.202762274325	165.780586852214
ENSMUSG00000028906	93.1446570753851	74.3766020038599	158.956750083265	160.345157775092
ENSMUSG00000040025	693.476995258028	675.979749857866	662.965957664349	612.844628445479
ENSMUSG00000028901	255.396640367991	235.368993683101	228.742640363723	233.723450316236
ENSMUSG00000028899	269.81903888289	272.086556697665	279.143561121831	285.360026548893
ENSMUSG00000086290	168.261316007147	188.295194946481	520.809514500453	442.987469785424
ENSMUSG00000028898	215.134111180567	229.720137834707	206.773008238393	228.288021239114
ENSMUSG00000028896	254.795707096537	245.725229405158	208.065339539883	203.828590392066
ENSMUSG00000091021	23.4363975867098	37.6590389892962	31.015951235759	42.1245753476937
ENSMUSG00000066043	662.228465142415	610.076431626598	1287.161976284	1368.3692701654
ENSMUSG00000066042	39.6615959159704	36.7175630145638	34.8929451402289	46.201147155535
ENSMUSG00000028893	191.096780322403	198.651430668537	2167.23959259866	1930.93617964751
ENSMUSG00000054428	334.118898928478	325.750687257412	232.619634268193	220.134877623432
ENSMUSG00000054405	987.333364999082	981.959441645898	1085.55829325157	1020.50180922961
ENSMUSG00000028886	688.068595814941	700.458125200909	796.076081717815	777.266358028412
ENSMUSG00000037752	109.369855404646	124.274828664677	175.757057002634	163.062872313653
ENSMUSG00000028885	203.115445751485	215.597998213721	524.686508404923	557.131480404981
ENSMUSG00000028884	149.63238459207	154.402059856114	71.0782215819477	80.172578887546
ENSMUSG00000028882	357.555296515188	337.048398954201	350.221782703779	373.685749052121
ENSMUSG00000028879	860.536444722267	908.52431561677	1051.95767941283	970.224090266235
ENSMUSG00000028878	829.287914606654	758.829635634318	748.259823562686	714.758923641512
ENSMUSG00000037692	814.264582820302	796.488674623614	326.95981927696	288.077741087454
ENSMUSG00000028868	2405.53588563075	2379.10978814879	1769.20155173975	1676.82987029206
ENSMUSG00000028862	57.0886607881393	59.3129864081415	125.356136244526	125.014868773801
ENSMUSG00000028860	31.2485301156131	22.5954233935777	58.1549085670481	38.0480035398524
ENSMUSG00000028857	257.800373453808	238.193421607298	295.943868041201	282.642312010332
ENSMUSG00000037622	948.272702354566	861.45051688015	2208.59419424634	2213.57849165784
ENSMUSG00000028854	655.017265884966	643.969566716965	1291.03897018847	1049.0378118845
ENSMUSG00000028851	847.315912750277	878.397084425333	916.262892756381	885.974939570848
ENSMUSG00000028850	49.8774615306901	48.0152747113526	72.3705528834377	69.3017207333025
ENSMUSG00000028848	116.581054662095	110.152689043691	133.110124053466	123.65601150452
ENSMUSG00000037553	406.23089150297	363.409726246708	572.502766560052	506.853761441605
ENSMUSG00000043257	187.491180693678	170.407151426565	175.757057002634	203.828590392066
ENSMUSG00000007880	1442.84078476129	1352.90097569046	1415.1027751315	1418.64698912878
ENSMUSG00000003644	25.8401306725262	24.4783753430425	46.5239268536385	47.5600044248154
ENSMUSG00000003038	436.878488347129	456.615847745216	414.838347778277	451.140613401107
ENSMUSG00000012117	536.032478137055	528.168021824879	518.224851897473	498.700617825922
ENSMUSG00000012126	25.8401306725262	21.6539474188453	21.9696321253293	27.1771453856088
ENSMUSG00000028843	540.239011037233	566.768536788907	1258.73068765122	1280.04354766218
ENSMUSG00000037443	391.808492988071	402.010241210737	1073.92731153816	989.248092036161
ENSMUSG00000028840	19.8307979579852	16.9465675451833	34.8929451402289	24.4594308470479
ENSMUSG00000050890	164.655716378423	161.933867653974	200.311351730944	211.981734007749
ENSMUSG00000028834	283.03957085488	294.681980091243	134.402455354956	104.632009734594
ENSMUSG00000028838	34.8541297443376	38.6005149640286	54.2779146625783	66.5840061947416
ENSMUSG00000037366	146.026784963346	192.06109884541	131.817792751976	112.785153350277
ENSMUSG00000028832	253.593840553629	249.491133304087	65.9088963759879	66.5840061947416
ENSMUSG00000037348	127.397853548269	126.157780614142	151.202762274325	148.115442351568
ENSMUSG00000078521	24.638264129618	24.4783753430425	5.16932520595983	10.8708581542435
ENSMUSG00000046671	893.587774652243	989.491249443757	630.6576751271	631.868630215405
ENSMUSG00000050989	886.376575394794	843.562473360234	703.028228010538	664.481204678136
ENSMUSG00000037306	963.296034140918	894.402175995784	416.130679079767	430.7577543619
ENSMUSG00000037295	397.216892431158	399.185813286539	806.414732129734	731.065210872878
ENSMUSG00000028826	651.411666256242	657.150230363218	584.133748273461	542.184050442896
ENSMUSG00000028822	1256.55147061052	1304.88570097911	1718.80063098165	1789.61502364234
ENSMUSG00000037266	3597.78749619568	3450.50944739426	4401.6804128748	4421.72155423856
ENSMUSG00000028821	673.045264028589	672.213845958937	991.218108242798	890.051511378689
ENSMUSG00000070691	246.38264129618	252.315561228284	421.300004285727	414.451467130535
ENSMUSG00000037242	4392.221281058	4315.72586817334	14930.3035261135	13017.8526397066
ENSMUSG00000028809	1525.76957622195	1483.76613617827	1778.24787085018	1577.63328963459
ENSMUSG00000059713	362.963695958275	353.994966499384	267.512579408421	240.517736662638
ENSMUSG00000028803	43.267195544695	41.4249428882258	115.017485832606	107.349724273155
ENSMUSG00000037139	97.3511899755638	107.328261119494	89.1708598028071	67.9428634640221
ENSMUSG00000028676	1246.93653826725	1180.61087231444	1239.34571812887	1155.02867888838
ENSMUSG00000028675	877.963509594436	920.763503288291	697.858902804578	770.47207168201
ENSMUSG00000028673	739.14792388854	730.585356392346	722.413197532887	699.811493679427
ENSMUSG00000028672	262.006906353986	267.379176824003	410.961353873807	380.480035398524
ENSMUSG00000028671	96.1493234326556	110.152689043691	84.0015345968473	74.7371498104243
ENSMUSG00000028670	341.931031457381	362.468250271976	302.40552454865	331.561173704428
ENSMUSG00000028669	286.645170483604	294.681980091243	213.234664745843	222.852592161992
ENSMUSG00000028668	879.766309408799	897.226603919981	987.341114338328	1051.75552642306
ENSMUSG00000059291	3361.01978724277	3695.29320082469	3763.26874993876	3769.47006498394
ENSMUSG00000007872	939.859636554208	997.023057241616	186.095707414554	228.288021239114
ENSMUSG00000018983	491.563416049452	505.572598431301	307.57484975461	244.594308470479
ENSMUSG00000036995	231.359309509827	254.198513177749	524.686508404923	538.107478635055
ENSMUSG00000001604	100.956789604288	87.5572656501136	87.8785285013172	80.172578887546
ENSMUSG00000051351	382.79449391626	376.590389892962	403.207366064867	418.528038938376
ENSMUSG00000066037	1399.57358921659	1422.57019782066	986.048783036838	902.281226802213
ENSMUSG00000001089	1438.03331858965	1564.73307000526	1667.10737892205	1557.25043059539
ENSMUSG00000036940	1180.8338784073	1126.00526577996	1055.8346733173	1017.78409469105
ENSMUSG00000028664	393.611292802434	397.302861337075	184.803376113064	206.546304930627
ENSMUSG00000060862	238.570508767277	212.773570289523	231.327302966703	217.417163084871
ENSMUSG00000036856	24.0373308581639	19.7709954693805	25.8466260297992	39.4068608091328
ENSMUSG00000006699	3570.74549898025	3408.1430285313	2947.8076986986	3069.65857130452
ENSMUSG00000028763	15833.3898362726	14393.284701709	12918.1436896936	12570.7885981134
ENSMUSG00000043411	1010.16882931434	1010.20372088787	1113.98958188434	1126.49267623349
ENSMUSG00000041351	21.0326645008934	20.7124714441129	37.4776077432088	35.3302890012915
ENSMUSG00000057530	813.062716277394	843.562473360234	1851.91075503511	1812.71559722011
ENSMUSG00000028760	1246.3356049958	1174.96201646604	1353.07087265999	1256.94297408441
ENSMUSG00000028759	2382.09948804404	2463.8426258747	2742.32702176169	2723.149967638
ENSMUSG00000028757	2305.18002929792	2344.27517708369	2828.91321896152	2724.50882490729
ENSMUSG00000028756	1036.00895998686	973.486157873306	867.154303299762	869.668652339482
ENSMUSG00000028755	55.8867942452311	51.7811786102822	67.2012276774778	65.2251489254612
ENSMUSG00000041241	340.729164914473	339.872826878398	342.467794894839	391.350893552767
ENSMUSG00000046447	87.7362576322982	87.5572656501136	64.6165650744979	69.3017207333025
ENSMUSG00000028751	43.8681288161491	45.1908467871554	34.8929451402289	29.8948599241697
ENSMUSG00000041161	130.402519905539	117.684496841551	140.864111862406	133.168012389483
ENSMUSG00000041143	58.8914606025015	52.7226545850146	244.250615981602	267.694882048247
ENSMUSG00000041120	2391.11348711585	2299.08433029653	1837.69511071872	1985.29047041872
ENSMUSG00000050608	590.717405839378	610.076431626598	581.549085670481	557.131480404981
ENSMUSG00000028745	2534.13560572193	2578.70269479206	2310.68836706405	2583.18766890212
ENSMUSG00000028744	91.3418572610228	98.8549773469025	126.648467546016	96.4788661189113
ENSMUSG00000028743	249.38730765345	284.325744369186	189.972701319024	228.288021239114
ENSMUSG00000028741	326.306766399575	302.213787889102	292.066874136731	300.307456510978
ENSMUSG00000078517	764.988054561066	874.631180526404	653.919638553919	614.203485714759
ENSMUSG00000066036	4604.95165915275	4582.16356902261	6820.924609264	6669.27147762841
ENSMUSG00000041025	446.493420690394	378.473341842427	560.871784846642	534.030906827213
ENSMUSG00000028737	117.782921205003	108.269737094226	143.448774465385	133.168012389483
ENSMUSG00000028736	265.612505982711	259.847369026144	93.047853707277	103.273152465314
ENSMUSG00000040964	889.982175023518	870.865276627474	494.962888470654	487.829759671678
ENSMUSG00000040945	1519.76024350741	1548.72797843481	1583.1058443252	1852.12245802924
ENSMUSG00000028927	84.1306580035736	79.083981877522	28.4312886327791	19.0240017699262
ENSMUSG00000009863	636.388334469889	649.618422565359	482.039575455755	510.930333249446
ENSMUSG00000036622	281.236771040518	280.559840470257	261.050922900972	278.56574020249
ENSMUSG00000060572	51.6802613450524	46.1323227618878	10.3386504119197	9.51200088496309
ENSMUSG00000040860	207.922911923118	219.36390211265	292.066874136731	320.690315550184
ENSMUSG00000028923	399.620625516975	412.366476932793	611.27270560475	553.05490859714
ENSMUSG00000040842	1016.77909530033	1029.97471635725	964.079150911509	911.793227687176
ENSMUSG00000028920	461.516752476747	467.913559442005	723.705528834377	593.820626675553
ENSMUSG00000028919	820.273915534843	786.132438901558	369.606752226128	380.480035398524
ENSMUSG00000085395	24.638264129618	24.4783753430425	16.8003069193695	19.0240017699262
ENSMUSG00000006445	571.487541152847	610.076431626598	2247.36413329104	1826.30416991291
ENSMUSG00000006221	40.8634624588786	38.6005149640286	21.9696321253293	29.8948599241697
ENSMUSG00000006215	280.635837769063	253.257037203017	280.435892423321	282.642312010332
ENSMUSG00000040761	1073.26682281702	1003.61338906474	1241.93038073185	1308.57955031707
ENSMUSG00000006219	171.866915635872	174.173055325495	173.172394399654	163.062872313653
ENSMUSG00000028917	898.99617409533	863.333468829615	1354.36320396148	1227.04811416024
ENSMUSG00000078515	1189.24694420766	1095.87803458852	1510.73529144176	1494.74299620849
ENSMUSG00000040697	491.563416049452	506.514074406034	544.071477927273	504.136046903044
ENSMUSG00000028914	329.912366028299	316.335927510088	330.836813181429	351.944032743634
ENSMUSG00000040659	316.090900784855	385.063673665553	451.023624219996	466.088043363191
ENSMUSG00000057637	1151.9890813775	1228.62614702579	1280.70031977655	1240.63668685304
ENSMUSG00000028583	5385.56397877162	5337.227300758	12848.3577994132	13054.5417859772
ENSMUSG00000046862	369.57396194427	347.404634676257	435.515648602116	451.140613401107
ENSMUSG00000066026	305.875035170136	298.447883990172	182.218713510084	247.31202300904
ENSMUSG00000020220	2190.40177445018	2135.26751069309	1784.70952735763	1852.12245802924
ENSMUSG00000028599	1565.43117213792	1533.66436283909	2371.42793823407	2239.39677977417
ENSMUSG00000070605	33.6522632014294	50.8397026355498	55.5702459640682	35.3302890012915
ENSMUSG00000096979	418.850490203506	437.786328250568	536.317490118333	437.552040708302
ENSMUSG00000083027	22.2345310438016	14.1221396209861	20.6773008238393	14.9474299620849
ENSMUSG00000086130	222.345310438016	215.597998213721	317.91350016653	350.585175474354
ENSMUSG00000059423	198.307979579852	219.36390211265	210.650002142863	224.211449431273
ENSMUSG00000029022	84.1306580035736	77.2010299280572	85.2938658983373	76.0960070797047
ENSMUSG00000070583	50.4783948021442	46.1323227618878	24.5542947283092	29.8948599241697
ENSMUSG00000029020	1194.65534365075	1159.89840087032	763.767799180566	731.065210872878
ENSMUSG00000019055	3100.21474743169	3143.5882796315	6523.68840992131	6832.33434994206
ENSMUSG00000044496	698.284461429661	672.213845958937	821.922707747614	843.850364223154
ENSMUSG00000029016	734.340457716907	702.341077150374	1141.12853921563	986.530377497601
ENSMUSG00000029009	885.775642123339	915.114647439897	899.462585837011	941.688087611346
ENSMUSG00000029007	279.433971226155	310.687071661693	339.883132291859	395.427465360608
ENSMUSG00000029003	88.9381241752064	103.562357220564	136.987117957936	125.014868773801
ENSMUSG00000055401	445.89248741894	458.498799694681	555.702459640682	593.820626675553
ENSMUSG00000029001	51.0793280735983	50.8397026355498	47.8162581551285	58.430862579059
ENSMUSG00000047719	352.747830343555	302.213787889102	315.32883756355	354.661747282195
ENSMUSG00000028991	1105.11628620409	1089.28770276539	960.202157007039	881.898367763006
ENSMUSG00000017264	621.965935954991	611.01790760133	675.889270679248	591.102912136992
ENSMUSG00000006442	328.109566213937	338.931350903666	151.202762274325	184.80458862214
ENSMUSG00000041459	2462.02361314744	2517.50675643445	1789.87885256359	1902.40017699262
ENSMUSG00000028977	112.374521761916	106.386785144762	71.0782215819477	58.430862579059
ENSMUSG00000028975	194.702379951128	191.119622870678	224.865646459253	199.752018584225
ENSMUSG00000028974	221.744377166562	244.783753430425	180.926382208594	220.134877623432
ENSMUSG00000073705	22.8354643152557	23.5368993683101	6.46165650744979	12.229715423524
ENSMUSG00000028961	1678.40662717129	1660.76361942796	5728.90465950499	5959.94798306402
ENSMUSG00000063077	3523.27177053537	3550.3059007159	2881.89880232261	2778.8631156785
ENSMUSG00000028960	1267.36826949669	1241.80681067204	1029.9880472875	1002.83666472897
ENSMUSG00000028992	108.768922133192	114.860068917353	125.356136244526	103.273152465314
ENSMUSG00000028990	394.212226073888	412.366476932793	616.44203081071	637.304059292527
ENSMUSG00000028988	165.857582921331	145.928776083523	105.971166722177	164.421729582933
ENSMUSG00000039953	2135.71684674786	1982.74840278644	2040.59112505264	2244.83220885129
ENSMUSG00000044700	325.705833128121	329.516591156342	332.129144482919	296.230884703136
ENSMUSG00000028982	56.4877275166851	54.6056065344794	160.249081384755	118.220582427398
ENSMUSG00000039911	324.503966585213	337.989874928933	704.320559312028	638.662916561807
ENSMUSG00000028980	823.278581892113	804.020482421473	736.628841849276	796.290359798339
ENSMUSG00000102813	70.3091927601294	69.6692221301979	348.929451402289	319.331458280904
ENSMUSG00000047875	30.0466635727049	40.4834669134934	20.6773008238393	27.1771453856088
ENSMUSG00000028972	3.00466635727049	3.76590389892962	82.7092032953574	82.8902934261069
ENSMUSG00000063524	15052.7775166537	15461.8599330303	19596.9118557937	20904.6602306103
ENSMUSG00000039852	3570.74549898025	3258.44834854885	3546.15709128845	3663.47919798007
ENSMUSG00000028967	430.869155632588	447.201087997892	1050.66534811134	1027.29609557601
ENSMUSG00000028964	980.723099013087	1033.74062025618	708.197553216497	754.165784450645
ENSMUSG00000028965	35.4550630157917	23.5368993683101	430.346323396156	460.65261428607
ENSMUSG00000014592	33.6522632014294	34.834611065099	41.3546016476787	21.7417163084871
ENSMUSG00000028957	897.193374280967	805.903434370938	591.887736082401	614.203485714759
ENSMUSG00000028955	1137.56668286261	1151.42511709773	1173.43682175288	1175.41153792758
ENSMUSG00000039768	655.017265884966	662.799086211613	609.980374303261	547.619479520018
ENSMUSG00000039759	207.922911923118	210.890618340059	103.386504119197	119.579439696679
ENSMUSG00000047777	454.906486490752	450.966991896822	501.424544978104	459.293757016789
ENSMUSG00000073700	952.479235254744	890.636272096855	1481.01167150749	1574.91557509603
ENSMUSG00000028952	79.3231918319408	80.0254578522544	84.0015345968473	92.40229431107
ENSMUSG00000028950	19.8307979579852	23.5368993683101	2.58466260297992	5.43542907712177
ENSMUSG00000028948	443.488754333124	457.557323719948	350.221782703779	317.972601011623
ENSMUSG00000039713	1381.54559107297	1293.58798928232	357.975770512719	379.121178129243
ENSMUSG00000024793	204.918245565847	210.890618340059	34.8929451402289	42.1245753476937
ENSMUSG00000028937	329.311432756845	325.750687257412	492.378225867674	495.982903287361
ENSMUSG00000042804	154.439850763703	121.45040074048	7.75398780893975	12.229715423524
ENSMUSG00000039662	816.668315906118	876.514132475868	823.215039049104	769.11321441273
ENSMUSG00000028936	2576.20093472372	2649.31339289699	2672.54113148123	2731.30311125369
ENSMUSG00000005045	13.8214652434442	14.1221396209861	148.618099671345	148.115442351568
ENSMUSG00000028931	25.2391974010721	21.6539474188453	71.0782215819477	77.4548643489852
ENSMUSG00000039577	55.285860973777	51.7811786102822	52.9855833610883	46.201147155535
ENSMUSG00000086272	40.8634624588786	36.7175630145638	23.2619634268193	25.8182881163284
ENSMUSG00000047613	177.275315078959	209.007666390594	192.557363922004	172.574873198616
ENSMUSG00000029027	46.8727951734196	46.1323227618878	126.648467546016	96.4788661189113
ENSMUSG00000039523	593.722072196648	592.188388106682	651.334975950939	559.849194943542
ENSMUSG00000029028	484.953150063457	486.743078936653	461.362274631915	460.65261428607
ENSMUSG00000078350	24.0373308581639	23.5368993683101	12.9233130148996	17.6651445006457
ENSMUSG00000029029	164.655716378423	169.465675451833	202.896014333924	182.086874083579
ENSMUSG00000029030	836.499113864103	791.781294749952	597.057061288361	599.256055752675
ENSMUSG00000057751	539.638077765779	511.221454279696	24.5542947283092	52.9954335019372
ENSMUSG00000042333	19.8307979579852	27.3028032672397	120.186811038566	125.014868773801
ENSMUSG00000029056	260.805039811078	257.022941101946	285.605217629281	263.618310240406
ENSMUSG00000029047	65.5017265884966	56.4885584839443	38.7699390446988	47.5600044248154
ENSMUSG00000029048	743.955390060172	805.903434370938	811.584057335694	903.640084071494
ENSMUSG00000029050	2239.67830270942	2042.06138919458	2072.89940758989	2017.90304488146
ENSMUSG00000073684	156.843583849519	131.806636462537	146.033437068365	139.962298735885
ENSMUSG00000029064	3240.83313295195	3180.30584264606	3197.22763988616	3187.87915373192
ENSMUSG00000029063	1176.62734550712	1188.14268011229	3022.76291418501	2898.44255537518
ENSMUSG00000042202	271.621838697252	265.496224874538	239.081290775642	243.235451201199
ENSMUSG00000086682	21.6335977723475	19.7709954693805	6.46165650744979	10.8708581542435
ENSMUSG00000029062	1065.45469028811	1049.74571182663	1013.18774036813	1043.60238280738
ENSMUSG00000029061	81.1259916463031	89.4402175995784	40.0622703461887	36.6891462705719
ENSMUSG00000029060	691.073262172212	648.676946590627	675.889270679248	751.448069912084
ENSMUSG00000029038	388.202893359347	367.175630145638	483.331906757245	474.241186978874
ENSMUSG00000029036	507.187681107258	487.684554911385	390.284053049967	357.379461820756
ENSMUSG00000042116	295.659169555416	314.452975560623	466.531599837875	498.700617825922
ENSMUSG00000097728	24.0373308581639	29.1857552167045	16.8003069193695	20.3828590392066
ENSMUSG00000073680	59.4923938739556	56.4885584839443	15.5079756178795	6.79428634640221
ENSMUSG00000029066	234.363975867098	268.320652798735	205.480676936903	229.646878508395
ENSMUSG00000029068	1465.67624907654	1494.12237190033	2048.34511286158	1966.2664686488
ENSMUSG00000065990	562.473542081035	580.890676409893	470.408593742345	497.341760556642
ENSMUSG00000073679	22.8354643152557	26.3613272925073	6.46165650744979	13.5885726928044
ENSMUSG00000029070	4183.09650259197	4191.45103950866	2025.08314943477	2163.30077269446
ENSMUSG00000029071	1392.36238995914	1398.09182247762	1271.65400066612	1254.22525954585
ENSMUSG00000029073	121.989454105182	120.508924765748	149.910430972835	126.373726043081
ENSMUSG00000029034	465.122352105471	487.684554911385	472.993256345325	466.088043363191
ENSMUSG00000051557	118.984787747911	112.035640993156	78.8322093908875	67.9428634640221
ENSMUSG00000029033	519.20634653634	464.147655543075	329.544481879939	323.408030088745
ENSMUSG00000023286	353.348763615009	337.989874928933	403.207366064867	404.939466245572
ENSMUSG00000023571	127.397853548269	118.625972816283	82.7092032953574	99.1965806574722
ENSMUSG00000050796	109.9707886761	101.6794052711	65.9088963759879	84.2491506953874
ENSMUSG00000029076	1984.28166234143	1987.45578266011	2433.45984070559	2397.0242230107
ENSMUSG00000103183	40.2625291874245	46.1323227618878	71.0782215819477	84.2491506953874
ENSMUSG00000087381	31.2485301156131	30.1272311914369	65.9088963759879	55.7131480404981
ENSMUSG00000041954	30.647596844159	33.8931350903666	36.1852764417188	54.3542907712177
ENSMUSG00000059939	193.500513408219	180.763387148622	133.110124053466	161.704015044373
ENSMUSG00000041936	1163.40681353513	1250.28009444463	3154.58070693699	3012.58656599474
ENSMUSG00000035692	391.207559716617	613.842335525528	4139.33715867234	3244.95115904169
ENSMUSG00000078349	26.4410639439803	27.3028032672397	60.7395711700281	67.9428634640221
ENSMUSG00000078486	20.4317312294393	17.8880435199157	81.4168719938674	78.8137216182656
ENSMUSG00000078485	80.525058374849	92.2646455237756	299.82086194567	296.230884703136
ENSMUSG00000078484	326.907699671029	339.872826878398	253.296935092032	323.408030088745
ENSMUSG00000095567	649.007933170425	638.32071086857	608.688043001771	574.796624905627
ENSMUSG00000062353	2687.97452321418	3246.20916087733	3436.3089306618	3497.69861112786
ENSMUSG00000040274	587.111806210653	667.506466085275	1829.94112290978	1880.65846068413
ENSMUSG00000058503	240.974241853093	250.43260927882	392.868715652947	301.666313780258
ENSMUSG00000040302	78.1213252890327	66.8447942060007	80.1245406923774	96.4788661189113
ENSMUSG00000005907	234.964909138552	252.315561228284	347.637120100799	285.360026548893
ENSMUSG00000104950	23.4363975867098	23.5368993683101	24.5542947283092	16.3062872313653
ENSMUSG00000007415	506.586747835804	498.982266608174	472.993256345325	474.241186978874
ENSMUSG00000040351	743.955390060172	728.702404442881	1082.97363064859	1008.27209380609
ENSMUSG00000000600	597.327671825373	644.911042691697	779.275774798445	724.270924526475
ENSMUSG00000040429	72.1119925744917	52.7226545850146	59.4472398685381	70.660578002583
ENSMUSG00000040407	1270.97386912542	1466.81956863309	2187.9168934225	2146.9944854631
ENSMUSG00000106535	33.6522632014294	26.3613272925073	29.723619934269	38.0480035398524
ENSMUSG00000001467	2358.66309045733	2341.45074915949	2052.22210676605	1899.68246245406
ENSMUSG00000053178	46.8727951734196	49.8982266608174	42.6469329491686	44.8422898862546
ENSMUSG00000044674	2126.1019144046	1978.98249888751	2076.77640149436	1944.52475234031
ENSMUSG00000028926	1715.06355672999	1681.47609087207	876.200622410192	1030.01381011457
ENSMUSG00000046798	408.634624588786	459.440275669413	555.702459640682	569.361195828505
ENSMUSG00000040464	187.491180693678	177.938959224424	155.079756178795	150.833156890129
ENSMUSG00000040473	107.567055590283	96.9720253974376	250.712272489052	259.541738432564
ENSMUSG00000015653	1207.87587562274	1154.24954502193	3528.06445306759	3818.38892667804
ENSMUSG00000015652	96.7502567041097	104.503833195297	427.761660793176	517.724619595848
ENSMUSG00000100801	23.4363975867098	24.4783753430425	27.1389573312891	35.3302890012915
ENSMUSG00000012428	385.198227002076	306.921167762764	523.394177103433	463.370328824631
ENSMUSG00000003161	546.849277023229	501.806694532372	713.366878422457	646.81606017749
ENSMUSG00000002297	125.595053733906	117.684496841551	140.864111862406	144.038870543727
ENSMUSG00000054099	153.838917492249	162.875343628706	169.295400495185	160.345157775092
ENSMUSG00000040584	25.2391974010721	26.3613272925073	52.9855833610883	62.5074343869003
ENSMUSG00000028970	399.019692245521	428.371568503244	1293.62363279145	1012.34866561393
ENSMUSG00000003623	548.652076837591	548.880493268992	833.553689461023	837.056077876752
ENSMUSG00000079659	66.1026598599507	73.4351260291275	173.172394399654	168.498301390775
ENSMUSG00000042508	615.95660324045	584.656580308823	816.753382541654	858.797794185239
ENSMUSG00000080875	41.4643957303327	37.6590389892962	12.9233130148996	23.1005735777675
ENSMUSG00000040254	1489.11264666325	1447.04857316371	334.713807085899	294.872027433856
ENSMUSG00000028883	377.987027744627	366.234154170905	78.8322093908875	66.5840061947416
ENSMUSG00000105366	21.6335977723475	27.3028032672397	2.58466260297992	2.71771453856088
ENSMUSG00000063531	332.91703238557	353.994966499384	315.32883756355	277.20688293321
ENSMUSG00000040118	1659.77769575622	1646.64147980698	767.644793085035	794.931502529058
ENSMUSG00000028864	862.33924453663	874.631180526404	516.932520595983	646.81606017749
ENSMUSG00000028780	364.766495772637	391.65400548868	686.227921091168	744.653783565682
ENSMUSG00000040003	27.0419972154344	26.3613272925073	24.5542947283092	17.6651445006457
ENSMUSG00000039987	150.233317863524	158.167963755044	121.479142340056	97.8377233881918
ENSMUSG00000045435	110.571721947554	123.333352689945	173.172394399654	145.397727813007
ENSMUSG00000039968	313.687167699039	275.852460596594	471.700925043835	429.39889709262
ENSMUSG00000028771	769.194587461245	821.908525941389	1291.03897018847	1145.51667800341
ENSMUSG00000039934	189.894913779495	180.763387148622	798.660744320794	693.017207333025
ENSMUSG00000039899	3.00466635727049	0.941475974732404	161.541412686245	156.268585967251
ENSMUSG00000047221	94.3465236182933	96.0305494227052	84.0015345968473	57.0720053097785
ENSMUSG00000039883	1374.33439181552	1474.35137643095	34.8929451402289	27.1771453856088
ENSMUSG00000038525	208.523845194572	237.251945632566	276.558898518851	311.178314665221
ENSMUSG00000044968	90.7409239895687	107.328261119494	102.094172817707	112.785153350277
